epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
0,0.7911174297332764,0.8746187686920166,9.999999747378752e-05,1.1981453895568848,0.8514453768730164,0.939455509185791,0.9254851937294006
1,0.0,0.0,9.999999747378752e-05,0.0,NA,NA,NA
2,0.8554320931434631,0.9367661476135254,9.999999747378752e-05,0.8820467591285706,0.9009636044502258,0.9693366885185242,0.7444220781326294
3,0.0,0.0,9.999999747378752e-05,0.0,NA,NA,NA
